student_id,cluster,Strength,Risk,Report
pjwrqxbj998,3,体育课_特征向量_vector.xlsx,Scholarship_vector.csv,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:Scholarship_vector.csv。"
pjwrzxbj996,3,atten_vector_data.xlsx,讨论记录_特征向量_vector.xlsx,"属于3类。强项:atten_vector_data.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjwtqxbj913,3,基本信息_vector_variable.csv,Evaluation_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj914,3,Portrait_vector.csv,体育课_特征向量_vector.xlsx,"属于3类。强项:Portrait_vector.csv, 风险:体育课_特征向量_vector.xlsx。"
pjwtqxbj918,3,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于3类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjwtqxbj920,3,基本信息_vector_variable.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:基本信息_vector_variable.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj921,3,Tags_vector.csv,体能_vector_variable.csv,"属于3类。强项:Tags_vector.csv, 风险:体能_vector_variable.csv。"
pjwtqxbj922,3,Scholarship_vector.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:Scholarship_vector.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj925,3,学科竞赛_vector_composite.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj928,3,基本信息_vector_variable.csv,Evaluation_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj929,3,基本信息_vector_variable.csv,student_behavior_vector.xlsx,"属于3类。强项:基本信息_vector_variable.csv, 风险:student_behavior_vector.xlsx。"
pjwtqxbj930,3,基本信息_vector_variable.csv,成绩_vector_variable.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:成绩_vector_variable.csv。"
pjwtqxbj931,3,学科竞赛_vector_composite.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj932,3,基本信息_vector_variable.csv,Tags_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Tags_vector.csv。"
pjwtqxbj933,3,学科竞赛_vector_composite.csv,体能_vector_variable.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:体能_vector_variable.csv。"
pjwtqxbj935,3,学科竞赛_vector_composite.csv,Evaluation_vector.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj939,3,基本信息_vector_variable.csv,成绩_vector_variable.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:成绩_vector_variable.csv。"
pjwtqxbj941,3,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于3类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjwtqxbj942,3,student_behavior_vector.xlsx,Scholarship_vector.csv,"属于3类。强项:student_behavior_vector.xlsx, 风险:Scholarship_vector.csv。"
pjwtqxbj943,3,Evaluation_vector.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:Evaluation_vector.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj944,3,学科竞赛_vector_composite.csv,图书馆_特征轨迹_vector.xlsx,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:图书馆_特征轨迹_vector.xlsx。"
pjwtqxbj946,3,图书馆_特征轨迹_vector.xlsx,Evaluation_vector.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:Evaluation_vector.csv。"
pjwtqxbj947,3,作业提交_vector_composite.csv,Scholarship_vector.csv,"属于3类。强项:作业提交_vector_composite.csv, 风险:Scholarship_vector.csv。"
pjwtqxbj950,3,基本信息_vector_variable.csv,成绩_vector_variable.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:成绩_vector_variable.csv。"
pjwtqxbj952,3,讨论记录_特征向量_vector.xlsx,Evaluation_vector.csv,"属于3类。强项:讨论记录_特征向量_vector.xlsx, 风险:Evaluation_vector.csv。"
pjwtqxbj953,3,Scholarship_vector.csv,Evaluation_vector.csv,"属于3类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj954,0,学科竞赛_vector_composite.csv,Scholarship_vector.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:Scholarship_vector.csv。"
pjwtqxbj957,3,体育课_特征向量_vector.xlsx,student_behavior_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:student_behavior_vector.xlsx。"
pjwtqxbj959,3,student_behavior_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:student_behavior_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjwtqxbj960,3,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于3类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjwtqxbj965,3,图书馆_特征轨迹_vector.xlsx,Evaluation_vector.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:Evaluation_vector.csv。"
pjwtqxbj967,3,Scholarship_vector.csv,Evaluation_vector.csv,"属于3类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj968,3,Evaluation_vector.csv,体能_vector_variable.csv,"属于3类。强项:Evaluation_vector.csv, 风险:体能_vector_variable.csv。"
pjwtqxbj969,3,图书馆_特征轨迹_vector.xlsx,体育课_特征向量_vector.xlsx,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体育课_特征向量_vector.xlsx。"
pjwtqxbj971,3,atten_vector_data.xlsx,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:atten_vector_data.xlsx, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj972,3,图书馆_特征轨迹_vector.xlsx,讨论记录_特征向量_vector.xlsx,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjwtqxbj974,3,Scholarship_vector.csv,Evaluation_vector.csv,"属于3类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj976,3,基本信息_vector_variable.csv,讨论记录_特征向量_vector.xlsx,"属于3类。强项:基本信息_vector_variable.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjwtqxbj977,3,基本信息_vector_variable.csv,run_vector_data.xlsx,"属于3类。强项:基本信息_vector_variable.csv, 风险:run_vector_data.xlsx。"
pjwtqxbj979,3,学科竞赛_vector_composite.csv,Evaluation_vector.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj982,3,基本信息_vector_variable.csv,作业提交_vector_composite.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjwtqxbj983,3,成绩_vector_variable.csv,Tags_vector.csv,"属于3类。强项:成绩_vector_variable.csv, 风险:Tags_vector.csv。"
pjwtqxbj984,3,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjwtqxbj985,3,Tags_vector.csv,Evaluation_vector.csv,"属于3类。强项:Tags_vector.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj987,3,基本信息_vector_variable.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:基本信息_vector_variable.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjwtqxbj988,3,Portrait_vector.csv,体育课_特征向量_vector.xlsx,"属于3类。强项:Portrait_vector.csv, 风险:体育课_特征向量_vector.xlsx。"
pjwtqxbj993,3,学科竞赛_vector_composite.csv,Evaluation_vector.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:Evaluation_vector.csv。"
pjwtqxbj998,3,student_behavior_vector.xlsx,Evaluation_vector.csv,"属于3类。强项:student_behavior_vector.xlsx, 风险:Evaluation_vector.csv。"
pjwtzxbj996,3,Evaluation_vector.csv,成绩_vector_variable.csv,"属于3类。强项:Evaluation_vector.csv, 风险:成绩_vector_variable.csv。"
pjwuzxbj992,3,图书馆_特征轨迹_vector.xlsx,成绩_vector_variable.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:成绩_vector_variable.csv。"
pjwuzxbj995,3,Evaluation_vector.csv,Tags_vector.csv,"属于3类。强项:Evaluation_vector.csv, 风险:Tags_vector.csv。"
pjxpqxbj911,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj912,3,体育课_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj914,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj915,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj916,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj918,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj919,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj920,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj924,3,Tags_vector.csv,社团活动_特征向量_vector.xlsx,"属于3类。强项:Tags_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxpqxbj925,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj926,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj927,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj930,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj932,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj933,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj934,3,线上学习_vector_composite.csv,student_behavior_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:student_behavior_vector.xlsx。"
pjxpqxbj937,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj941,3,体育课_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj944,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj945,3,图书馆_特征轨迹_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj946,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj954,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj955,3,Tags_vector.csv,选课_vector_variable.csv,"属于3类。强项:Tags_vector.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj956,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj957,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj961,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj962,3,体育课_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj963,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj967,3,学科竞赛_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj969,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj971,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj972,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj973,3,体育课_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj975,0,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于0类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj976,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj977,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj978,3,讨论记录_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于3类。强项:讨论记录_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj979,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj981,3,Portrait_vector.csv,选课_vector_variable.csv,"属于3类。强项:Portrait_vector.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj985,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxpqxbj986,1,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于1类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj987,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj992,3,run_vector_data.xlsx,体育课_特征向量_vector.xlsx,"属于3类。强项:run_vector_data.xlsx, 风险:体育课_特征向量_vector.xlsx。"
pjxpqxbj994,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj997,3,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxpqxbj998,1,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于1类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxqqxbj947,3,线上学习_vector_composite.csv,社团活动_特征向量_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxqqxbj949,3,讨论记录_特征向量_vector.xlsx,学生签到_特征向量.csv,"属于3类。强项:讨论记录_特征向量_vector.xlsx, 风险:学生签到_特征向量.csv。"
pjxqqxbj951,3,体育课_特征向量_vector.xlsx,student_behavior_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:student_behavior_vector.xlsx。"
pjxqqxbj954,3,线上学习_vector_composite.csv,体测数据_特征轨迹_vector.xlsx,"属于3类。强项:线上学习_vector_composite.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjxqqxbj957,3,图书馆_特征轨迹_vector.xlsx,Scholarship_vector.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:Scholarship_vector.csv。"
pjxqqxbj959,3,图书馆_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxqqxbj961,3,图书馆_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxqqxbj964,3,图书馆_特征轨迹_vector.xlsx,日常锻炼_vector.xlsx,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:日常锻炼_vector.xlsx。"
pjxqqxbj967,3,线上学习_vector_composite.csv,选课_vector_variable.csv,"属于3类。强项:线上学习_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxqqxbj969,0,讨论记录_特征向量_vector.xlsx,四六级_特征向量_vector.xlsx,"属于0类。强项:讨论记录_特征向量_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
